summary,vocab,relation,category
pit stop ristopizzeria is good food,good food,foodreview,1
pizza company bang phong phang is good fresh food,fresh food,foodreview,1
pizza company bang phong phang is great food,great food,foodreview,1
pizza corner is good food and service,good food,foodreview,1
pizza corner is wonderful and energetic,wonderful,Locationreviews,0
pizza da roberto is great food,great food,foodreview,1
pizza king silom convent is great food,great food,foodreview,1
pizza mania is shabu restaurant at terminal 21,shabu,foodreview,1
pizza massilia sukhumvit is delicious food,delicious,foodreview,1
pizza massilia sukhumvit is nice pizzas,pizzas,foodreview,1
pizza massilia sukhumvit is very good food,good food,foodreview,1
pizza pazza phra arthit is beautiful dinner good atmosphere friendly staff,beautiful,Locationreviews,0
pizza pazza phra arthit is crispy duck yum,yum,foodreview,1
pizza pazza phra arthit is great thai curry but,curry,foodreview,1
pizza pizza by yanee is nice dinner,dinner,foodreview,1
pizza pizza by yanee is nice place to have a diner,nice place,Locationreviews,0
pizza pizza by yanee is superb food,superb food,foodreview,1
pizza plaza is great atmosphere,great atmosphere,Locationreviews,0
pizza plaza is great beer,beer,foodreview,1
pizza roma is nice setting for dinner or drinks,dinner,foodreview,1
pizza time is dinner,dinner,foodreview,1
pizza time is good food great service deank25 is a liar,good food,foodreview,1
pizzadore is quick lunch near the airport,lunch,foodreview,1
pizzadore is the absolute best food in hua hin,best food,foodreview,1
pizzaria the bono is buffet,buffet,foodreview,1
pizzaria the bono is excellent grill and shabu buffet,shabu,foodreview,1
pizzaria the bono is little variety on their buffet low quality beef,buffet,foodreview,1
pizzaria the bono is superb japanese bbq,bbq,foodreview,1
pizzazo bistro is good food with nice ambiance,good food,foodreview,1
pizzazo bistro is great breakfast,breakfast,foodreview,1
pizzeria agli amici da michele jimmy is aroi,pizzeria,foodreview,1
pizzeria agli amici da michele jimmy is good lunch 555,pizzeria,foodreview,1
pizzeria agli amici da michele jimmy is impeccable food,pizzeria,foodreview,1
pizzeria agli amici da michele jimmy is lunch and breakfast buffets,pizzeria,foodreview,1
pizzeria da luciano is amazing food,pizzeria,foodreview,1
pizzeria da luciano is good food with nice ambiance,pizzeria,foodreview,1
pizzeria da luciano is great breakfast,pizzeria,foodreview,1
pizzeria da luciano is very good pick,pizzeria,foodreview,1
pizzeria da moreno is aroi,pizzeria,foodreview,1
pizzeria da moreno is good lunch 555,pizzeria,foodreview,1
pizzeria da moreno is impeccable food,pizzeria,foodreview,1
pizzeria da moreno is lunch and breakfast buffets,pizzeria,foodreview,1
pizzeria giotto is best place ever,pizzeria,foodreview,1
pizzeria giotto is decent place to stay close to the walking street in pattaya,pizzeria,foodreview,1
pizzeria giotto is momo soso,pizzeria,foodreview,1
pizzeria giotto is nice food,pizzeria,foodreview,1
pizzeria hut 1 is favorite shabu buffet,pizzeria,foodreview,1
pizzeria hut 1 is good quality meats big fail on cleanliness change in sauce and soup base offers,pizzeria,foodreview,1
pizzeria hut 1 is most favorite shabu,pizzeria,foodreview,1
pizzeria hut 1 is quality of food is nice but service was very bad,pizzeria,foodreview,1
pizzeria la luna is a fun meal that will not break the bank,pizzeria,foodreview,1
pizzeria la luna is great selection of vegetables and meats for japanese hot pot,pizzeria,foodreview,1
pizzeria la luna is very good buffet,pizzeria,foodreview,1
pizzeria la luna is yummy buffet,pizzeria,foodreview,1
pizzeria la piccola maria is a tastefully decorated cafe with great reasonably priced food,pizzeria,foodreview,1
pizzeria la piccola maria is excellent,pizzeria,foodreview,1
pizzeria la piccola maria is great selection of food,pizzeria,foodreview,1
pizzeria la piccola maria is hidden gem finally discovered,pizzeria,foodreview,1
pizzeria limoncello is amazing view lapse pool bar,pizzeria,foodreview,1
pizzeria limoncello is drink,pizzeria,foodreview,1
pizzeria limoncello is great lapse pool bar,pizzeria,foodreview,1
pizzeria limoncello is jay daisy afternoon tea,pizzeria,foodreview,1
pizzeria luigi is amazing view lapse pool bar,pizzeria,foodreview,1
pizzeria luigi is drink,pizzeria,foodreview,1
pizzeria luigi is great lapse pool bar,pizzeria,foodreview,1
pizzeria luigi is jay daisy afternoon tea,pizzeria,foodreview,1
pizzeria mazzie is good wines and food,pizzeria,foodreview,1
pizzeria mazzie is good wines and italian cheese meat platters,pizzeria,foodreview,1
pizzeria mazzie is last pit stop before leaving hua hin,pizzeria,foodreview,1
pizzeria mazzie is who said good fish and chips can only be made in england,pizzeria,foodreview,1
pizzeria ristorante bella italia is a m a z i n g,pizzeria,foodreview,1
pizzeria ristorante bella italia is fun cheeky and fabulous,pizzeria,foodreview,1
pizzeria ristorante bella italia is great entertaining night at monkey diva in phuket,pizzeria,foodreview,1
pizzeria ristorante bella italia is great vip dinnner and show,pizzeria,foodreview,1
pizzeria siciliamo is breakfast bar,pizzeria,foodreview,1
pizzeria siciliamo is dinner review,pizzeria,foodreview,1
pizzeria siciliamo is great choice great atmosphere great people watching,pizzeria,foodreview,1
pizzeria siciliamo is great restaurant in soi 8,pizzeria,foodreview,1
pizzeria sofia is extraordinary thai food along with delcious locally grown teas,pizzeria,foodreview,1
pizzeria sofia is great food great place to chill and work,pizzeria,foodreview,1
pizzeria sofia is off the brew track,pizzeria,foodreview,1
pizzeria sofia is the best place for afternoon iced tea in chiang mai,pizzeria,foodreview,1
plantation cafe is best noodle in the area,noodle,foodreview,1
plantation cafe is dumplings,dumplings,foodreview,1
platinum modern thai is cheap and tasty,tasty,foodreview,1
platoo seafood and grill is good food nice staff,good food,foodreview,1
platoo seafood and grill is want great ribs or burger and cold beer go to the fat pig,ribs,foodreview,1
please do not tell khaoyai is brilliant local mexican,local,Locationreviews,0
please do not tell khaoyai is jan feb 2019 8 weeks with delicious thai meals,delicious,foodreview,1
ploen seafood is great place,great place,Locationreviews,0
ploy restaurant is authentic and tasty thai seafood,tasty,foodreview,1
ploy restaurant is yummy seafood feast,yummy,foodreview,1
ploy talay restaurant is delicious,delicious,foodreview,1
ploy talay restaurant is what a gem,gem,Locationreviews,0
plu is good service good food,good food,foodreview,1
plu is great thai food in a fantastic location,location,Locationreviews,0
plum prime steakhouse is moomin nice cafe,steakhouse,foodreview,1
plum prime steakhouse is must go place for moomin lover and nice place to have a good picture taken,steakhouse,foodreview,1
plum prime steakhouse is poor execution of a concept cafe,steakhouse,foodreview,1
plum prime steakhouse is sit down and eat with the moomin,steakhouse,foodreview,1
poached breakfast cafe is a late rainy sunday night,breakfast,foodreview,1
poached breakfast cafe is beautiful place,breakfast,foodreview,1
poached breakfast cafe is misleading drinks prices,breakfast,foodreview,1
poached breakfast cafe is pretty place,breakfast,foodreview,1
pola pola bua restaurant is beautiful place with great food and cocktails,beautiful place,Locationreviews,0
pola pola bua restaurant is great place,great place,Locationreviews,0
pola pola bua restaurant is great place to hangout,great place,Locationreviews,0
pom pom restaurant hua hin is dinner,dinner,foodreview,1
pomodoro all seasons place is could do better,place,Locationreviews,0
pomodoro all seasons place is do not come to this restaurant bad food,place,Locationreviews,0
pomodoro all seasons place is mistake,place,Locationreviews,0
pomodoro all seasons place is simple loved it,place,Locationreviews,0
pomodoro pizza restaurant is nice chilling place,place,Locationreviews,0
pomodoro pizza restaurant is relaxing place with good food,relaxing,Locationreviews,0
pomodoro pizza restaurant is thai food great cocktails dj perfect place for a party,cocktails,foodreview,1
pond restaurant is delicious food,delicious,foodreview,1
pong lee restaurant is awesome sea food above the mangroves,sea,Locationreviews,0
pong lee restaurant is i love local food high quality,local,Locationreviews,0
pong peter bar restaurant is great ka de curry,curry,foodreview,1
pong peter bar restaurant is really good food,good food,foodreview,1
ponn cafe is daily breakfast,breakfast,foodreview,1
ponn cafe is great cooked breakfast,breakfast,foodreview,1
pony cafe is great location,location,Locationreviews,0
poo maa restaurant bar is fabulous late night dinner,dinner,foodreview,1
poo maa restaurant bar is good food and decor,good food,foodreview,1
poo nurntong restaurant is delicious burger lacking in everything else,delicious,foodreview,1
pooh and friends is delicious burger lacking in everything else,delicious,foodreview,1
pooky erik restaurant is consistent fast food,fast food,foodreview,1
pooky erik restaurant is yummy salmon burger,yummy,foodreview,1
pooky o leary s thairish pub is all about the salmon burger,salmon,foodreview,1
pop thai food is a taste of tokyo in bangkok,taste,foodreview,1
pop thai food is delicious fresh and hot burgers,delicious,foodreview,1
popeyes louisiana kitchen is great food and service,great food,foodreview,1
pordee cafe bistro is an oasis in the area,oasis,foodreview,1
pordee cafe bistro is cosmopolitan ladies lunch,lunch,foodreview,1
pordee cafe bistro is food and view,view,Locationreviews,0
port of call bar and restaurant is best lunch in this area,lunch,foodreview,1
port of call bar and restaurant is extra delicious extra friendly,delicious,foodreview,1
port of call bar and restaurant is hidden gem with delicious homie local thai food excellent service and beautiful smiles,hidden gem,Locationreviews,0
port of call bar and restaurant is very delicious food,delicious,foodreview,1
portalee restaurant bar is fantastic cooking lesson with an awesome view,view,Locationreviews,0
portalee restaurant bar is great view,view,Locationreviews,0
portofino is yum pizzas,yum,foodreview,1
portofino ristrorante pizzeria is food was amazing,pizzeria,foodreview,1
